data,stato,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido
2021-09-17T17:00:00,ITA,3989,525,4514,109757,114271,-2071,4552,4383195,130233,,,4627699,88800986,33536784,,34,,,4459202,168497,58845032,29955954
2021-09-18T17:00:00,ITA,3958,519,4477,108563,113040,-1231,4578,4388951,130284,,,4632275,89156919,33604895,,31,,,4463482,168793,58960530,30196389
2021-09-19T17:00:00,ITA,3929,530,4459,109077,113536,496,3838,4392265,130310,,,4636111,89420490,33659395,,40,,,4467105,169006,59041923,30378567
2021-09-20T17:00:00,ITA,3982,523,4505,108009,112514,-1022,2407,4395648,130354,,,4638516,89542931,33686794,,21,,,4469422,169094,59091430,30451501
2021-09-21T17:00:00,ITA,3937,516,4453,105060,109513,-3001,3377,4401956,130421,,,4641890,89873206,33746053,,38,,,4472447,169443,59203516,30669690
2021-09-22T17:00:00,ITA,3796,513,4309,102250,106559,-2954,3970,4408806,130488,,,4645853,90166078,33802623,,40,,,4476186,169667,59327279,30838799
2021-09-23T17:00:00,ITA,3650,505,4155,100928,105083,-1476,4061,4414272,130551,,,4649906,90477853,33860806,,30,,,4479995,169911,59440447,31037406
2021-09-24T17:00:00,ITA,3553,489,4042,99514,103556,-1527,3797,4419537,130603,,,4653696,90765140,33916870,,35,,,4483531,170165,59546939,31218201
2021-09-25T17:00:00,ITA,3497,481,3978,98596,102574,-982,3525,4423988,130653,,,4657215,91122631,33983005,,26,,,4486819,170396,59652090,31470541
2021-09-26T17:00:00,ITA,3435,483,3918,98326,102244,-330,3099,4427373,130697,,,4660314,91398852,34041736,,22,,,4489787,170527,59739534,31659318
2021-09-27T17:00:00,ITA,3487,488,3975,97105,101080,-1164,1772,4430265,130742,,,4662087,91522929,34067918,,29,,,4491477,170610,59787712,31735217
2021-09-28T17:00:00,ITA,3418,459,3877,94995,98872,-2208,2985,4435370,130807,,,4665049,91861354,34132266,,19,,,4494108,170941,59905325,31956029
2021-09-29T17:00:00,ITA,3317,450,3767,92212,95979,-2893,3212,4441412,130870,,,4668261,92156806,34191218,,23,,,4497094,171167,60028656,32128150
2021-09-30T17:00:00,ITA,3198,440,3638,90670,94308,-1671,3804,4447126,130921,,,4672355,92465642,34253561,,26,,,4500976,171379,60150908,32314734
2021-10-01T17:00:00,ITA,3118,429,3547,90105,93652,-656,3405,4451133,130973,,,4675758,92759111,34310886,,20,,,4504170,171588,60259807,32499304
2021-10-02T17:00:00,ITA,3057,432,3489,89260,92749,-903,3312,4455320,130998,,,4679067,93115007,34378233,,27,,,4507291,171776,60372560,32742447
2021-10-03T17:00:00,ITA,2991,431,3422,89545,92967,218,2968,4458036,131031,,,4682034,93400967,34432558,,21,,,4510102,171932,60459617,32941350
2021-10-04T17:00:00,ITA,3032,437,3469,88627,92096,-871,1612,4460482,131068,,,4683646,93523181,34458627,,22,,,4511622,172024,60510390,33012791
2021-10-05T17:00:00,ITA,2968,433,3401,86898,90299,-1797,2466,4464692,131118,,,4686109,93845463,34515695,,18,,,4513785,172324,60615507,33229956
2021-10-06T17:00:00,ITA,2872,415,3287,84960,88247,-2052,3235,4469937,131157,,,4689341,94147236,34573023,,24,,,4516730,172611,60748686,33398550
2021-10-07T17:00:00,ITA,2824,403,3227,83946,87173,-1074,2938,4473903,131198,,,4692274,94444592,34626978,,24,,,4519532,172742,60863483,33581109
2021-10-08T17:00:00,ITA,2742,383,3125,82801,85926,-1247,3023,4478137,131228,,,4695291,94716158,34679503,,17,,,4522420,172871,60971361,33744797
2021-10-09T17:00:00,ITA,2692,367,3059,82243,85302,-624,2748,4481462,131274,,,4698038,95061127,34739517,,16,,,4524928,173110,61075375,33985752
2021-10-10T17:00:00,ITA,2651,364,3015,81793,84808,-494,2278,4484207,131301,,,4700316,95331171,34789334,,13,,,4527045,173271,61154936,34176235
2021-10-11T17:00:00,ITA,2688,374,3062,81044,84106,-702,1516,4486391,131335,,,4701832,95445947,34815383,,18,,,4528481,173351,61203810,34242137
2021-10-12T17:00:00,ITA,2665,370,3035,79511,82546,-1560,2494,4490388,131384,,,4704318,95761232,34869229,,21,,,4530578,173740,61308451,34452781
2021-10-13T17:00:00,ITA,2552,367,2919,77532,80451,-2095,2772,4495215,131421,,,4707087,96040177,34924726,,19,,,4533143,173944,61428982,34611195
2021-10-14T17:00:00,ITA,2479,359,2838,76530,79368,-1083,2668,4498924,131461,,,4709753,96364791,34985613,,22,,,4535597,174156,61540896,34823895
2021-10-15T17:00:00,ITA,2445,357,2802,75720,78522,-846,2732,4502457,131503,,,4712482,96870834,35086597,,20,,,4538022,174460,61650555,35220279
2021-10-16T17:00:00,ITA,2371,352,2723,75348,78071,-451,2983,4505876,131517,,,4715464,97343369,35176565,,12,,,4540707,174757,61765276,35578093
2021-10-17T17:00:00,ITA,2386,349,2735,74834,77569,-502,2437,4508789,131541,,,4717899,97724420,35237861,,15,,,4543006,174893,61844834,35879586
2021-10-18T17:00:00,ITA,2428,358,2786,73577,76363,-1206,1597,4511545,131585,,,4719493,97944298,35273695,,26,,,4544439,175054,61889258,36055040
2021-10-19T17:00:00,ITA,2423,355,2778,71768,74546,-1817,2697,4515987,131655,,,4722188,98606298,35359040,,27,,,4546700,175488,62002436,36603862
2021-10-20T17:00:00,ITA,2464,355,2819,70849,73668,-878,3702,4520531,131688,,,4725887,99091911,35430796,,25,,,4550114,175773,62124122,36967789
2021-10-21T17:00:00,ITA,2439,356,2795,70955,73750,82,3794,4524204,131724,,,4729678,99666582,35496496,,22,,,4553566,176112,62238970,37427612
2021-10-22T17:00:00,ITA,2443,343,2786,70943,73729,-21,3882,4528065,131763,,,4733557,100153800,35560633,,22,,,4557247,176310,62351624,37802176
2021-10-23T17:00:00,ITA,2455,338,2793,71223,74016,287,3908,4531644,131802,,,4737462,100645374,35624315,,20,,,4560812,176650,62457189,38188185
2021-10-24T17:00:00,ITA,2473,341,2814,71961,74775,759,3725,4534584,131826,,,4741185,101049089,35678991,,18,,,4564348,176837,62540445,38508644
2021-10-25T17:00:00,ITA,2579,338,2917,71737,74654,-121,2535,4537210,131856,,,4743720,101271474,35709838,,16,,,4566700,177020,62589472,38682002
2021-10-26T17:00:00,ITA,2604,341,2945,72101,75046,392,4054,4540823,131904,,,4747773,101911219,35778002,,37,,,4570236,177537,62702807,39208412
2021-10-27T17:00:00,ITA,2615,341,2956,72409,75365,319,4598,4545049,131954,,,4752368,102379323,35839956,,27,,,4574500,177868,62828246,39551077
